cell_line,row,column,well,seeding_density,condition
CHLA-194,H,10,H10,8000,synthemax_PFA
CHLA-194,H,11,H11,12000,synthemax_PFA
CHLA-194,H,12,H12,12000,synthemax_PFA
CHLA-196,H,13,H13,1000,synthemax_PFA
CHLA-196,H,14,H14,1000,synthemax_PFA
CHLA-196,H,15,H15,2000,synthemax_PFA
CHLA-196,H,16,H16,2000,synthemax_PFA
CHLA-196,H,17,H17,4000,synthemax_PFA
CHLA-196,H,18,H18,4000,synthemax_PFA
CHLA-196,H,19,H19,8000,synthemax_PFA
CHLA-196,H,20,H20,8000,synthemax_PFA
CHLA-196,H,21,H21,12000,synthemax_PFA
CHLA-196,H,22,H22,12000,synthemax_PFA
CHLA-203,I,3,I03,1000,synthemax_PFA
CHLA-203,I,4,I04,1000,synthemax_PFA
CHLA-203,I,5,I05,2000,synthemax_PFA
CHLA-203,I,6,I06,2000,synthemax_PFA
CHLA-203,I,7,I07,4000,synthemax_PFA
CHLA-203,I,8,I08,4000,synthemax_PFA
CHLA-203,I,9,I09,8000,synthemax_PFA
CHLA-203,I,10,I10,8000,synthemax_PFA
CHLA-203,I,11,I11,12000,synthemax_PFA
CHLA-203,I,12,I12,12000,synthemax_PFA
CHLA-210,I,13,I13,1000,synthemax_PFA
CHLA-210,I,14,I14,1000,synthemax_PFA
CHLA-210,I,15,I15,2000,synthemax_PFA
CHLA-210,I,16,I16,2000,synthemax_PFA
CHLA-210,I,17,I17,4000,synthemax_PFA
CHLA-210,I,18,I18,4000,synthemax_PFA
CHLA-210,I,19,I19,8000,synthemax_PFA
CHLA-210,I,20,I20,8000,synthemax_PFA
CHLA-210,I,21,I21,12000,synthemax_PFA
CHLA-210,I,22,I22,12000,synthemax_PFA
CHLA-203,J,3,J03,1000,synthemax_PFA
CHLA-203,J,4,J04,1000,synthemax_PFA
CHLA-203,J,5,J05,2000,synthemax_PFA
CHLA-203,J,6,J06,2000,synthemax_PFA
CHLA-203,J,7,J07,4000,synthemax_PFA
CHLA-203,J,8,J08,4000,synthemax_PFA
CHLA-203,J,9,J09,8000,synthemax_PFA
CHLA-203,J,10,J10,8000,synthemax_PFA
CHLA-203,J,11,J11,12000,synthemax_PFA
CHLA-203,J,12,J12,12000,synthemax_PFA
CHLA-210,J,13,J13,1000,synthemax_PFA
CHLA-210,J,14,J14,1000,synthemax_PFA
CHLA-210,J,15,J15,2000,synthemax_PFA
CHLA-210,J,16,J16,2000,synthemax_PFA
CHLA-210,J,17,J17,4000,synthemax_PFA
CHLA-210,J,18,J18,4000,synthemax_PFA
CHLA-210,J,19,J19,8000,synthemax_PFA
CHLA-210,J,20,J20,8000,synthemax_PFA
CHLA-210,J,21,J21,12000,synthemax_PFA
CHLA-210,J,22,J22,12000,synthemax_PFA
COG-AR-397hnb,K,3,K03,1000,synthemax_PFA
COG-AR-397hnb,K,4,K04,1000,synthemax_PFA
COG-AR-397hnb,K,5,K05,2000,synthemax_PFA
COG-AR-397hnb,K,6,K06,2000,synthemax_PFA
COG-AR-397hnb,K,7,K07,4000,synthemax_PFA
COG-AR-397hnb,K,8,K08,4000,synthemax_PFA
COG-AR-397hnb,K,9,K09,8000,synthemax_PFA
COG-AR-397hnb,K,10,K10,8000,synthemax_PFA
COG-AR-397hnb,K,11,K11,12000,synthemax_PFA
COG-AR-397hnb,K,12,K12,12000,synthemax_PFA
COG-E-352,K,13,K13,1000,synthemax_PFA
COG-E-352,K,14,K14,1000,synthemax_PFA
COG-E-352,K,15,K15,2000,synthemax_PFA
COG-E-352,K,16,K16,2000,synthemax_PFA
COG-E-352,K,17,K17,4000,synthemax_PFA
COG-E-352,K,18,K18,4000,synthemax_PFA
COG-E-352,K,19,K19,8000,synthemax_PFA
COG-E-352,K,20,K20,8000,synthemax_PFA
COG-E-352,K,21,K21,12000,synthemax_PFA
COG-E-352,K,22,K22,12000,synthemax_PFA
COG-AR-397hnb,L,3,L03,1000,synthemax_PFA
COG-AR-397hnb,L,4,L04,1000,synthemax_PFA
COG-AR-397hnb,L,5,L05,2000,synthemax_PFA
COG-AR-397hnb,L,6,L06,2000,synthemax_PFA
COG-AR-397hnb,L,7,L07,4000,synthemax_PFA
COG-AR-397hnb,L,8,L08,4000,synthemax_PFA
COG-AR-397hnb,L,9,L09,8000,synthemax_PFA
COG-AR-397hnb,L,10,L10,8000,synthemax_PFA
COG-AR-397hnb,L,11,L11,12000,synthemax_PFA
COG-AR-397hnb,L,12,L12,12000,synthemax_PFA
COG-E-352,L,13,L13,1000,synthemax_PFA
COG-E-352,L,14,L14,1000,synthemax_PFA
COG-E-352,L,15,L15,2000,synthemax_PFA
COG-E-352,L,16,L16,2000,synthemax_PFA
COG-E-352,L,17,L17,4000,synthemax_PFA
COG-E-352,L,18,L18,4000,synthemax_PFA
COG-E-352,L,19,L19,8000,synthemax_PFA
COG-E-352,L,20,L20,8000,synthemax_PFA
COG-E-352,L,21,L21,12000,synthemax_PFA
COG-E-352,L,22,L22,12000,synthemax_PFA
COG-EP-280,M,3,M03,1000,synthemax_PFA
COG-EP-280,M,4,M04,1000,synthemax_PFA
COG-EP-280,M,5,M05,2000,synthemax_PFA
COG-EP-280,M,6,M06,2000,synthemax_PFA
COG-EP-280,M,7,M07,4000,synthemax_PFA
COG-EP-280,M,8,M08,4000,synthemax_PFA
COG-EP-280,M,9,M09,8000,synthemax_PFA
COG-EP-280,M,10,M10,8000,synthemax_PFA
COG-EP-280,M,11,M11,12000,synthemax_PFA
COG-EP-280,M,12,M12,12000,synthemax_PFA
U2-OS,M,13,M13,1000,synthemax_PFA
U2-OS,M,14,M14,1000,synthemax_PFA
U2-OS,M,15,M15,2000,synthemax_PFA
U2-OS,M,16,M16,2000,synthemax_PFA
U2-OS,M,17,M17,4000,synthemax_PFA
U2-OS,M,18,M18,4000,synthemax_PFA
U2-OS,M,19,M19,8000,synthemax_PFA
U2-OS,M,20,M20,8000,synthemax_PFA
U2-OS,M,21,M21,12000,synthemax_PFA
U2-OS,M,22,M22,12000,synthemax_PFA
COG-EP-280,N,3,N03,1000,synthemax_PFA
COG-EP-280,N,4,N04,1000,synthemax_PFA
COG-EP-280,N,5,N05,2000,synthemax_PFA
COG-EP-280,N,6,N06,2000,synthemax_PFA
COG-EP-280,N,7,N07,4000,synthemax_PFA
COG-EP-280,N,8,N08,4000,synthemax_PFA
COG-EP-280,N,9,N09,8000,synthemax_PFA
COG-EP-280,N,10,N10,8000,synthemax_PFA
COG-EP-280,N,11,N11,12000,synthemax_PFA
COG-EP-280,N,12,N12,12000,synthemax_PFA
U2-OS,N,13,N13,1000,synthemax_PFA
U2-OS,N,14,N14,1000,synthemax_PFA
U2-OS,N,15,N15,2000,synthemax_PFA
U2-OS,N,16,N16,2000,synthemax_PFA
U2-OS,N,17,N17,4000,synthemax_PFA
U2-OS,N,18,N18,4000,synthemax_PFA
U2-OS,N,19,N19,8000,synthemax_PFA
U2-OS,N,20,N20,8000,synthemax_PFA
U2-OS,N,21,N21,12000,synthemax_PFA
U2-OS,N,22,N22,12000,synthemax_PFA
